Video_id,Segment_id,Pred,Pred_binary,Pred_7
gR3igiwaeyc,1,0.08,positive,Neutral
gR3igiwaeyc,2,0.26,positive,Neutral
gR3igiwaeyc,3,-0.23,negative,Neutral
gR3igiwaeyc,4,-0.4,negative,Neutral
gR3igiwaeyc,5,0.37,positive,Neutral
gR3igiwaeyc,6,0.03,positive,Neutral
gR3igiwaeyc,7,0.37,positive,Neutral
gR3igiwaeyc,8,-0.28,negative,Neutral
gcFECfN4BCU,0,0.77,positive,slightly positive
gcFECfN4BCU,1,0.38,positive,Neutral
gcFECfN4BCU,2,1.56,positive,positive
gcFECfN4BCU,3,1.38,positive,positive
gcFECfN4BCU,4,0.6,positive,slightly positive
gcFECfN4BCU,5,0.35,positive,Neutral
gcFECfN4BCU,6,0.31,positive,Neutral
gcFECfN4BCU,7,-0.71,negative,slightly negative
gcFECfN4BCU,8,1.02,positive,slightly positive
gcFECfN4BCU,9,1.31,positive,positive
gcFECfN4BCU,10,0.06,positive,Neutral
gcFECfN4BCU,11,0.52,positive,slightly positive
gcFECfN4BCU,12,1.17,positive,slightly positive
gcFECfN4BCU,13,1.15,positive,slightly positive
gcFECfN4BCU,14,0.82,positive,slightly positive
gcFECfN4BCU,15,1.04,positive,slightly positive
gcFECfN4BCU,16,-0.05,negative,Neutral
gcFECfN4BCU,17,0.36,positive,Neutral
gcFECfN4BCU,18,0.46,positive,slightly positive
gcFECfN4BCU,19,0.52,positive,slightly positive
gcFECfN4BCU,20,0.56,positive,slightly positive
gcFECfN4BCU,21,-0.24,negative,Neutral
gcFECfN4BCU,22,1.5,positive,positive
gpn71-aKWwQ,0,0.76,positive,slightly positive
gpn71-aKWwQ,1,0.97,positive,slightly positive
gpn71-aKWwQ,2,0.75,positive,slightly positive
grsV1YN1z5s,0,0.63,positive,slightly positive
h1ZZHUU4j0k,0,-0.38,negative,Neutral
h1ZZHUU4j0k,1,-0.94,negative,slightly negative
h1ZZHUU4j0k,2,1.34,positive,positive
h1ZZHUU4j0k,3,0.32,positive,Neutral
h1ZZHUU4j0k,4,1.39,positive,positive
h1ZZHUU4j0k,5,1.43,positive,positive
h1ZZHUU4j0k,6,-0.28,negative,Neutral
h1ZZHUU4j0k,7,0.11,positive,Neutral
h1ZZHUU4j0k,8,-0.37,negative,Neutral
h1ZZHUU4j0k,9,-0.02,negative,Neutral
h1ZZHUU4j0k,10,0.46,positive,slightly positive
h1ZZHUU4j0k,11,0.63,positive,slightly positive
h1ZZHUU4j0k,12,0.77,positive,slightly positive
h1ZZHUU4j0k,13,0.88,positive,slightly positive
h1ZZHUU4j0k,14,0.33,positive,Neutral
h1ZZHUU4j0k,15,-0.45,negative,slightly negative
h1ZZHUU4j0k,16,0.22,positive,Neutral
h1ZZHUU4j0k,17,0.51,positive,slightly positive
h1ZZHUU4j0k,18,0.98,positive,slightly positive
h1ZZHUU4j0k,19,-0.02,negative,Neutral
h1ZZHUU4j0k,20,1.11,positive,slightly positive
h1ZZHUU4j0k,21,1.93,positive,positive
hBzw4r0kfjA,0,-1.86,negative,negative
hBzw4r0kfjA,1,-0.6,negative,slightly negative
hE-sA5umuCk,0,1.67,positive,positive
hE-sA5umuCk,1,1.15,positive,slightly positive
hI7ObFqn9Bg,0,1.23,positive,slightly positive
hbJfSyJKBEA,0,1.08,positive,slightly positive
huzEsVEJPaY,0,0.13,positive,Neutral
iFxFTtCQ6zA,0,0.19,positive,Neutral
iFxFTtCQ6zA,1,0.53,positive,slightly positive
iPPp6MCythU,0,-0.28,negative,Neutral
iPPp6MCythU,1,1.15,positive,slightly positive
iPPp6MCythU,2,1.51,positive,positive
iPPp6MCythU,3,2.28,positive,very positive
iPPp6MCythU,4,0.21,positive,Neutral
iPPp6MCythU,5,0.39,positive,Neutral
iPPp6MCythU,6,0.65,positive,slightly positive
iPPp6MCythU,7,0.04,positive,Neutral
iQDB_OkAQWs,0,-0.58,negative,slightly negative
iXiMifHNKPI,0,-0.29,negative,Neutral
iXiMifHNKPI,1,-0.81,negative,slightly negative
iXiMifHNKPI,2,0.88,positive,slightly positive
iXiMifHNKPI,3,0.75,positive,slightly positive
iXiMifHNKPI,4,0.35,positive,Neutral
iXiMifHNKPI,5,0.78,positive,slightly positive
iXiMifHNKPI,6,0.24,positive,Neutral
iXiMifHNKPI,7,0.22,positive,Neutral
iXiMifHNKPI,8,0.67,positive,slightly positive
ihPjsliqz5o,0,0.83,positive,slightly positive
ihPjsliqz5o,1,0.7,positive,slightly positive
ihPjsliqz5o,2,0.37,positive,Neutral
ihPjsliqz5o,3,0.17,positive,Neutral
j1m6ctAgjsM,0,0.31,positive,Neutral
j1m6ctAgjsM,1,0.35,positive,Neutral
j1m6ctAgjsM,2,0.07,positive,Neutral
j1m6ctAgjsM,3,0.23,positive,Neutral
j1m6ctAgjsM,4,0.29,positive,Neutral
j1m6ctAgjsM,5,-0.04,negative,Neutral
j1m6ctAgjsM,6,-0.15,negative,Neutral
j1m6ctAgjsM,7,1.0,positive,slightly positive
j1m6ctAgjsM,8,0.18,positive,Neutral
j1m6ctAgjsM,9,0.13,positive,Neutral
j1m6ctAgjsM,10,2.15,positive,very positive
j1m6ctAgjsM,11,1.53,positive,positive
j1m6ctAgjsM,12,0.44,positive,slightly positive
j1m6ctAgjsM,13,0.5,positive,slightly positive
j1m6ctAgjsM,14,-1.64,negative,negative
j1m6ctAgjsM,15,-0.21,negative,Neutral
j1m6ctAgjsM,16,0.7,positive,slightly positive
j1m6ctAgjsM,17,0.18,positive,Neutral
j1m6ctAgjsM,18,0.24,positive,Neutral
j1m6ctAgjsM,19,0.53,positive,slightly positive
j1m6ctAgjsM,20,0.79,positive,slightly positive
j1m6ctAgjsM,21,0.41,positive,Neutral
j1m6ctAgjsM,22,0.22,positive,Neutral
j1m6ctAgjsM,23,0.47,positive,slightly positive
j1m6ctAgjsM,24,0.64,positive,slightly positive
j1m6ctAgjsM,25,0.27,positive,Neutral
j1m6ctAgjsM,26,-1.19,negative,slightly negative
j1m6ctAgjsM,27,0.34,positive,Neutral
j1m6ctAgjsM,28,0.4,positive,Neutral
j1m6ctAgjsM,29,0.15,positive,Neutral
j1m6ctAgjsM,30,0.55,positive,slightly positive
j1m6ctAgjsM,31,0.59,positive,slightly positive
j1m6ctAgjsM,32,1.02,positive,slightly positive
j1m6ctAgjsM,33,0.25,positive,Neutral
j1m6ctAgjsM,34,0.42,positive,Neutral
j1m6ctAgjsM,35,0.24,positive,Neutral
j1m6ctAgjsM,36,0.06,positive,Neutral
j1m6ctAgjsM,37,0.22,positive,Neutral
j1m6ctAgjsM,38,0.52,positive,slightly positive
j1m6ctAgjsM,39,0.21,positive,Neutral
j1m6ctAgjsM,40,0.62,positive,slightly positive
j1m6ctAgjsM,41,0.04,positive,Neutral
j1m6ctAgjsM,42,0.26,positive,Neutral
j1m6ctAgjsM,43,-0.02,negative,Neutral
j1m6ctAgjsM,44,1.84,positive,positive
j1m6ctAgjsM,45,0.22,positive,Neutral
j1m6ctAgjsM,46,0.23,positive,Neutral
j1m6ctAgjsM,47,0.39,positive,Neutral
j1m6ctAgjsM,48,0.37,positive,Neutral
j1m6ctAgjsM,49,0.15,positive,Neutral
j1m6ctAgjsM,50,0.32,positive,Neutral
j1m6ctAgjsM,51,0.19,positive,Neutral
jE3gYsxr_5s,0,0.17,positive,Neutral
jE3gYsxr_5s,1,-0.33,negative,Neutral
jE3gYsxr_5s,2,1.34,positive,positive
jLN6B0aSrW0,0,0.21,positive,Neutral
jLN6B0aSrW0,1,0.47,positive,slightly positive
jLN6B0aSrW0,2,0.23,positive,Neutral
jLN6B0aSrW0,3,0.04,positive,Neutral
jLN6B0aSrW0,4,0.27,positive,Neutral
jPtaz1rN6lc,0,0.5,positive,slightly positive
jPtaz1rN6lc,1,0.15,positive,Neutral
jPtaz1rN6lc,2,-0.1,negative,Neutral
jPtaz1rN6lc,3,0.65,positive,slightly positive
jXQmVFcOiUI,0,1.48,positive,positive
jXQmVFcOiUI,1,0.72,positive,slightly positive
jXQmVFcOiUI,2,0.11,positive,Neutral
jZe-2w7pkd8,0,0.86,positive,slightly positive
jZe-2w7pkd8,1,1.01,positive,slightly positive
jZe-2w7pkd8,2,-1.04,negative,slightly negative
jZe-2w7pkd8,3,-0.24,negative,Neutral
jj8aSNPHMw8,0,-0.39,negative,Neutral
jj8aSNPHMw8,1,-0.92,negative,slightly negative
jj8aSNPHMw8,2,-0.33,negative,Neutral
jj8aSNPHMw8,3,1.62,positive,positive
jj8aSNPHMw8,4,2.01,positive,positive
jj8aSNPHMw8,5,-0.12,negative,Neutral
jj8aSNPHMw8,6,0.82,positive,slightly positive
jj8aSNPHMw8,7,0.91,positive,slightly positive
jj8aSNPHMw8,8,-1.01,negative,slightly negative
jj8aSNPHMw8,9,1.37,positive,positive
jj8aSNPHMw8,10,-0.07,negative,Neutral
jj8aSNPHMw8,11,-1.38,negative,negative
jqutn5ou8_0,0,1.48,positive,positive
jqutn5ou8_0,1,0.72,positive,slightly positive
jqutn5ou8_0,2,0.73,positive,slightly positive
jqutn5ou8_0,3,1.29,positive,slightly positive
jqutn5ou8_0,4,0.8,positive,slightly positive
jqutn5ou8_0,5,0.8,positive,slightly positive
jscKL5jS-SQ,0,1.47,positive,positive
jscKL5jS-SQ,1,-0.65,negative,slightly negative
jscKL5jS-SQ,2,-1.03,negative,slightly negative
jscKL5jS-SQ,3,1.05,positive,slightly positive
jscKL5jS-SQ,4,0.94,positive,slightly positive
jscKL5jS-SQ,5,-0.12,negative,Neutral
jscKL5jS-SQ,6,0.71,positive,slightly positive
jscKL5jS-SQ,7,-2.13,negative,negative
jscKL5jS-SQ,8,-0.69,negative,slightly negative
jscKL5jS-SQ,9,0.68,positive,slightly positive
jscKL5jS-SQ,10,-1.09,negative,slightly negative
jscKL5jS-SQ,11,-0.29,negative,Neutral
jscKL5jS-SQ,12,0.22,positive,Neutral
k1BrzX5bc7U,0,0.17,positive,Neutral
k1BrzX5bc7U,1,-0.08,negative,Neutral
k1BrzX5bc7U,2,0.72,positive,slightly positive
k8yDywC4gt8,0,0.65,positive,slightly positive
k8yDywC4gt8,1,0.48,positive,slightly positive
k8yDywC4gt8,2,0.22,positive,Neutral
k8yDywC4gt8,3,0.7,positive,slightly positive
kI6jzM_aLGs,0,1.02,positive,slightly positive
kI6jzM_aLGs,1,1.49,positive,positive
kLAXmTx2xOA,0,-0.64,negative,slightly negative
kLAXmTx2xOA,1,0.22,positive,Neutral
kXhJ3hHK9hQ,0,1.41,positive,positive
kXhJ3hHK9hQ,1,0.41,positive,Neutral
kXhJ3hHK9hQ,2,-0.11,negative,Neutral
kXhJ3hHK9hQ,3,0.68,positive,slightly positive
kXhJ3hHK9hQ,4,-0.71,negative,slightly negative
kXhJ3hHK9hQ,5,-0.57,negative,slightly negative
kXiBdruxTvE,0,0.68,positive,slightly positive
kXiBdruxTvE,1,0.97,positive,slightly positive
kXiBdruxTvE,2,0.1,positive,Neutral
kXiBdruxTvE,3,1.25,positive,slightly positive
kXiBdruxTvE,4,2.35,positive,very positive
kaudsLIvYC8,0,-0.67,negative,slightly negative
kaudsLIvYC8,1,2.25,positive,very positive
kaudsLIvYC8,2,-1.02,negative,slightly negative
kaudsLIvYC8,3,-0.28,negative,Neutral
kbRtSmJM5aU,0,0.48,positive,slightly positive
kbRtSmJM5aU,1,0.51,positive,slightly positive
kg-W6-hP2Do,0,0.15,positive,Neutral
kg-W6-hP2Do,1,1.21,positive,slightly positive
kg-W6-hP2Do,2,0.51,positive,slightly positive
kg-W6-hP2Do,3,0.0,positive,Neutral
kg-W6-hP2Do,4,1.35,positive,positive
kg-W6-hP2Do,5,0.02,positive,Neutral
kg-W6-hP2Do,6,0.22,positive,Neutral
kg-W6-hP2Do,7,0.69,positive,slightly positive
kld9r0iFkWM,0,0.79,positive,slightly positive
kld9r0iFkWM,1,0.88,positive,slightly positive
kld9r0iFkWM,2,0.39,positive,Neutral
kld9r0iFkWM,3,1.08,positive,slightly positive
kmgsC68hIL8,0,-0.01,negative,Neutral
kmgsC68hIL8,1,1.94,positive,positive
kmgsC68hIL8,2,0.2,positive,Neutral
kmgsC68hIL8,3,-0.27,negative,Neutral
kmgsC68hIL8,4,0.16,positive,Neutral
kmgsC68hIL8,5,0.45,positive,slightly positive
kmgsC68hIL8,6,-0.85,negative,slightly negative
kpS4BXif_Sw,0,0.13,positive,Neutral
kpS4BXif_Sw,1,-1.66,negative,negative
kpS4BXif_Sw,2,0.14,positive,Neutral
kpS4BXif_Sw,3,0.2,positive,Neutral
kpS4BXif_Sw,4,0.23,positive,Neutral
kpS4BXif_Sw,5,-0.54,negative,slightly negative
kpS4BXif_Sw,6,0.06,positive,Neutral
kpS4BXif_Sw,7,-0.79,negative,slightly negative
kpS4BXif_Sw,8,0.02,positive,Neutral
kpS4BXif_Sw,9,0.22,positive,Neutral
kpS4BXif_Sw,10,-0.56,negative,slightly negative
kpS4BXif_Sw,11,0.76,positive,slightly positive
kpS4BXif_Sw,12,1.04,positive,slightly positive
kpS4BXif_Sw,13,-0.72,negative,slightly negative
kpS4BXif_Sw,14,-1.67,negative,negative
kpS4BXif_Sw,15,0.88,positive,slightly positive
kpS4BXif_Sw,16,-2.06,negative,negative
kpS4BXif_Sw,17,0.02,positive,Neutral
kpS4BXif_Sw,18,-2.18,negative,very negative
kpS4BXif_Sw,19,0.47,positive,slightly positive
kpS4BXif_Sw,20,-1.48,negative,negative
ktblaVOnFVE,0,0.59,positive,slightly positive
ktblaVOnFVE,1,1.2,positive,slightly positive
ktblaVOnFVE,2,1.07,positive,slightly positive
ktblaVOnFVE,3,1.32,positive,positive
ktblaVOnFVE,4,0.75,positive,slightly positive
l0vCKpk6Aes,0,0.36,positive,Neutral
l0vCKpk6Aes,1,-1.84,negative,negative
l0vCKpk6Aes,2,1.31,positive,positive
l0vCKpk6Aes,3,-0.7,negative,slightly negative
l0vCKpk6Aes,4,-1.51,negative,negative
l0vCKpk6Aes,5,0.95,positive,slightly positive
l0vCKpk6Aes,6,0.95,positive,slightly positive
l0vCKpk6Aes,7,-0.02,negative,Neutral
l0vCKpk6Aes,8,-0.06,negative,Neutral
l0vCKpk6Aes,9,0.61,positive,slightly positive
l1jW3OMXUzs,0,-0.24,negative,Neutral
l4oMbKDuW3Y,0,-1.24,negative,slightly negative
l4oMbKDuW3Y,1,1.35,positive,positive
l4oMbKDuW3Y,2,-0.85,negative,slightly negative
l4oMbKDuW3Y,3,-0.21,negative,Neutral
l4oMbKDuW3Y,4,-0.61,negative,slightly negative
lD4xtQ6NpDY,0,0.44,positive,slightly positive
lD4xtQ6NpDY,1,0.56,positive,slightly positive
lD4xtQ6NpDY,2,-0.55,negative,slightly negative
lD4xtQ6NpDY,3,0.23,positive,Neutral
lD4xtQ6NpDY,4,-0.48,negative,slightly negative
lD4xtQ6NpDY,5,0.07,positive,Neutral
lD4xtQ6NpDY,6,0.8,positive,slightly positive
lD4xtQ6NpDY,7,1.13,positive,slightly positive
lD4xtQ6NpDY,8,0.31,positive,Neutral
lD4xtQ6NpDY,9,2.17,positive,very positive
lD4xtQ6NpDY,10,0.48,positive,slightly positive
lD4xtQ6NpDY,11,1.86,positive,positive
lO6N9dyvPTA,0,0.19,positive,Neutral
lYwgLa4R5XQ,0,-0.2,negative,Neutral
lYwgLa4R5XQ,1,-0.16,negative,Neutral
lYwgLa4R5XQ,2,0.19,positive,Neutral
lYwgLa4R5XQ,3,-0.97,negative,slightly negative
lYwgLa4R5XQ,4,0.66,positive,slightly positive
lYwgLa4R5XQ,5,0.35,positive,Neutral
lYwgLa4R5XQ,6,-0.41,negative,Neutral
lYwgLa4R5XQ,7,1.51,positive,positive
lYwgLa4R5XQ,8,-0.95,negative,slightly negative
lYwgLa4R5XQ,9,-0.36,negative,Neutral
lc5bSoGlQwY,0,-0.23,negative,Neutral
lc5bSoGlQwY,1,0.47,positive,slightly positive
lc5bSoGlQwY,2,0.32,positive,Neutral
lc5bSoGlQwY,3,0.28,positive,Neutral
lc5bSoGlQwY,4,0.05,positive,Neutral
lkIe41StoGI,0,0.99,positive,slightly positive
lkIe41StoGI,1,0.89,positive,slightly positive
lkIe41StoGI,2,0.18,positive,Neutral
lkIe41StoGI,3,-0.07,negative,Neutral
lkIe41StoGI,4,-0.34,negative,Neutral
lkIe41StoGI,5,0.11,positive,Neutral
lkIe41StoGI,6,0.45,positive,slightly positive
lkIe41StoGI,7,0.09,positive,Neutral
lkIe41StoGI,8,0.92,positive,slightly positive
lkIe41StoGI,9,0.16,positive,Neutral
lkeVfgI0eEk,0,-0.93,negative,slightly negative
lkeVfgI0eEk,1,0.57,positive,slightly positive
lkeVfgI0eEk,2,-2.08,negative,negative
lkeVfgI0eEk,3,-0.11,negative,Neutral
lkeVfgI0eEk,4,0.13,positive,Neutral
lkeVfgI0eEk,5,0.29,positive,Neutral
lkeVfgI0eEk,6,-1.11,negative,slightly negative
lkeVfgI0eEk,7,-0.76,negative,slightly negative
lkeVfgI0eEk,8,-0.94,negative,slightly negative
lrjm6F3JJgg,0,0.37,positive,Neutral
lwL4hjhkid4,0,0.56,positive,slightly positive
lwL4hjhkid4,1,1.69,positive,positive
lwL4hjhkid4,2,0.49,positive,slightly positive
lwL4hjhkid4,3,-0.09,negative,Neutral
lxBKEPIUSgc,0,-1.35,negative,negative
lxBKEPIUSgc,1,-1.71,negative,negative
m-7yRWZLwLY,0,0.32,positive,Neutral
m-7yRWZLwLY,1,-0.04,negative,Neutral
m-7yRWZLwLY,2,1.45,positive,positive
m-7yRWZLwLY,3,-1.05,negative,slightly negative
mRqqH_gx7Q0,0,0.96,positive,slightly positive
mRqqH_gx7Q0,1,0.92,positive,slightly positive
mVnqP-vLpuo,0,0.69,positive,slightly positive
mVnqP-vLpuo,1,0.45,positive,slightly positive
mVnqP-vLpuo,2,0.1,positive,Neutral
mVnqP-vLpuo,3,0.54,positive,slightly positive
mVnqP-vLpuo,4,-0.17,negative,Neutral
mVnqP-vLpuo,5,0.98,positive,slightly positive
mVnqP-vLpuo,6,0.02,positive,Neutral
mVnqP-vLpuo,7,0.52,positive,slightly positive
mVnqP-vLpuo,8,0.1,positive,Neutral
mVnqP-vLpuo,9,-0.04,negative,Neutral
mVnqP-vLpuo,10,0.64,positive,slightly positive
mZ_8em_-CGc,0,0.24,positive,Neutral
mZ_8em_-CGc,1,0.33,positive,Neutral
mfpR4CN9LZo,0,-0.05,negative,Neutral
mfpR4CN9LZo,1,1.34,positive,positive
mfpR4CN9LZo,2,0.0,positive,Neutral
mfpR4CN9LZo,3,-0.1,negative,Neutral
mfpR4CN9LZo,4,0.18,positive,Neutral
mfpR4CN9LZo,5,0.51,positive,slightly positive
mgsvwAVQAQo,0,-0.29,negative,Neutral
mgsvwAVQAQo,1,-0.35,negative,Neutral
mgsvwAVQAQo,2,-1.3,negative,negative
mgsvwAVQAQo,3,1.19,positive,slightly positive
mgsvwAVQAQo,4,0.55,positive,slightly positive
mmg_eTDHjkk,0,-0.45,negative,slightly negative
mmg_eTDHjkk,1,0.6,positive,slightly positive
mmg_eTDHjkk,2,0.96,positive,slightly positive
mmg_eTDHjkk,3,1.7,positive,positive
mmg_eTDHjkk,4,1.57,positive,positive
mmg_eTDHjkk,5,0.78,positive,slightly positive
mmg_eTDHjkk,6,1.8,positive,positive
mmg_eTDHjkk,7,0.16,positive,Neutral
mmg_eTDHjkk,8,1.49,positive,positive
mmg_eTDHjkk,9,-0.03,negative,Neutral
mmg_eTDHjkk,10,0.23,positive,Neutral
mmg_eTDHjkk,11,-0.32,negative,Neutral
mmg_eTDHjkk,12,0.77,positive,slightly positive
mmg_eTDHjkk,13,-1.57,negative,negative
mmg_eTDHjkk,14,0.79,positive,slightly positive
mmg_eTDHjkk,15,0.25,positive,Neutral
mmg_eTDHjkk,16,-0.26,negative,Neutral
mmg_eTDHjkk,17,0.13,positive,Neutral
mmg_eTDHjkk,18,0.29,positive,Neutral
mmg_eTDHjkk,19,0.0,positive,Neutral
mmg_eTDHjkk,20,0.53,positive,slightly positive
mmg_eTDHjkk,21,0.98,positive,slightly positive
mmg_eTDHjkk,22,0.63,positive,slightly positive
mzAu5gxjE-w,0,0.36,positive,Neutral
mzAu5gxjE-w,1,0.86,positive,slightly positive
mzAu5gxjE-w,2,2.35,positive,very positive
mzAu5gxjE-w,3,1.73,positive,positive
nFTo-Lz4Fr8,0,1.93,positive,positive
nFTo-Lz4Fr8,1,0.48,positive,slightly positive
nTZSH0EwpnY,0,0.85,positive,slightly positive
nTZSH0EwpnY,1,-0.05,negative,Neutral
nTZSH0EwpnY,2,1.36,positive,positive
nTZSH0EwpnY,3,0.4,positive,Neutral
nTZSH0EwpnY,4,0.45,positive,slightly positive
nTZSH0EwpnY,5,0.63,positive,slightly positive
nTZSH0EwpnY,6,-0.88,negative,slightly negative
nTZSH0EwpnY,7,0.22,positive,Neutral
nTZSH0EwpnY,8,-0.56,negative,slightly negative
nXWNHVZtV9A,0,0.67,positive,slightly positive
nZFPKP9kBkw,0,1.38,positive,positive
nZFPKP9kBkw,1,1.07,positive,slightly positive
nZFPKP9kBkw,2,1.64,positive,positive
nZFPKP9kBkw,3,1.18,positive,slightly positive
nZFPKP9kBkw,4,1.04,positive,slightly positive
naZi9AusrW4,0,-0.66,negative,slightly negative
naZi9AusrW4,1,-0.74,negative,slightly negative
namehdJxRIM,0,0.32,positive,Neutral
namehdJxRIM,1,0.48,positive,slightly positive
namehdJxRIM,2,0.43,positive,Neutral
namehdJxRIM,3,0.32,positive,Neutral
namehdJxRIM,4,-0.1,negative,Neutral
nbru7qLot04,0,-0.33,negative,Neutral
nbru7qLot04,1,-0.01,negative,Neutral
nbru7qLot04,2,0.56,positive,slightly positive
nbru7qLot04,3,-0.06,negative,Neutral
nbru7qLot04,4,-0.82,negative,slightly negative
nbru7qLot04,5,-0.03,negative,Neutral
nbru7qLot04,6,1.08,positive,slightly positive
nbru7qLot04,7,-0.23,negative,Neutral
nbru7qLot04,8,-0.38,negative,Neutral
nbru7qLot04,9,0.33,positive,Neutral
nbru7qLot04,10,-0.22,negative,Neutral
nbru7qLot04,11,-0.3,negative,Neutral
o2XbNJDpOlc,0,0.0,positive,Neutral
o2XbNJDpOlc,1,-0.96,negative,slightly negative
o2XbNJDpOlc,2,0.02,positive,Neutral
o2XbNJDpOlc,3,0.15,positive,Neutral
o2XbNJDpOlc,4,0.49,positive,slightly positive
o2XbNJDpOlc,5,-0.77,negative,slightly negative
oBS-IW-BO00,0,1.75,positive,positive
oBS-IW-BO00,1,-0.11,negative,Neutral
oBS-IW-BO00,2,0.19,positive,Neutral
oBS-IW-BO00,3,1.27,positive,slightly positive
oGFDE-6nd7Q,0,1.17,positive,slightly positive
oGFDE-6nd7Q,1,1.01,positive,slightly positive
oGFDE-6nd7Q,2,0.06,positive,Neutral
oGFDE-6nd7Q,3,0.33,positive,Neutral
oGFDE-6nd7Q,4,0.58,positive,slightly positive
oGFDE-6nd7Q,5,-0.28,negative,Neutral
oH9fMma8jiQ,0,1.95,positive,positive
oHff2W51wZ8,0,0.72,positive,slightly positive
oHff2W51wZ8,1,1.13,positive,slightly positive
oHff2W51wZ8,2,1.2,positive,slightly positive
oHff2W51wZ8,3,1.9,positive,positive
oHff2W51wZ8,4,0.33,positive,Neutral
oHff2W51wZ8,5,0.45,positive,slightly positive
oHff2W51wZ8,6,0.91,positive,slightly positive
oPlnhc0DkcU,0,1.09,positive,slightly positive
oPlnhc0DkcU,1,1.01,positive,slightly positive
oPlnhc0DkcU,2,-0.24,negative,Neutral
oPlnhc0DkcU,3,1.07,positive,slightly positive
oPlnhc0DkcU,4,1.14,positive,slightly positive
oQizLbmte0c,0,0.52,positive,slightly positive
oQizLbmte0c,1,1.41,positive,positive
oQizLbmte0c,2,1.64,positive,positive
oQizLbmte0c,3,2.32,positive,very positive
oQizLbmte0c,4,0.49,positive,slightly positive
oQizLbmte0c,5,0.31,positive,Neutral
oQizLbmte0c,6,-0.05,negative,Neutral
oZxMx8e0x2U,0,-0.35,negative,Neutral
oZxMx8e0x2U,1,0.61,positive,slightly positive
oZxMx8e0x2U,2,-0.44,negative,slightly negative
obGF3RfWQKE,0,-0.01,negative,Neutral
obGF3RfWQKE,1,1.41,positive,positive
obGF3RfWQKE,2,-0.07,negative,Neutral
obGF3RfWQKE,3,-0.04,negative,Neutral
obGF3RfWQKE,4,1.1,positive,slightly positive
obGF3RfWQKE,5,0.51,positive,slightly positive
obGF3RfWQKE,6,-0.45,negative,slightly negative
obGF3RfWQKE,7,0.73,positive,slightly positive
obGF3RfWQKE,8,0.61,positive,slightly positive
obGF3RfWQKE,9,1.26,positive,slightly positive
obGF3RfWQKE,10,0.13,positive,Neutral
obGF3RfWQKE,11,-0.24,negative,Neutral
obGF3RfWQKE,12,-0.03,negative,Neutral
obGF3RfWQKE,13,0.51,positive,slightly positive
obGF3RfWQKE,14,0.54,positive,slightly positive
ossKC1VrusE,0,0.83,positive,slightly positive
ossKC1VrusE,1,0.38,positive,Neutral
ossKC1VrusE,2,1.61,positive,positive
ossKC1VrusE,3,0.58,positive,slightly positive
ozA7pRW4gFM,0,0.48,positive,slightly positive
ozA7pRW4gFM,1,-0.21,negative,Neutral
ozA7pRW4gFM,2,-0.81,negative,slightly negative
ozA7pRW4gFM,3,0.8,positive,slightly positive
ozA7pRW4gFM,4,0.0,positive,Neutral
ozA7pRW4gFM,5,-0.43,negative,slightly negative
ozA7pRW4gFM,6,0.08,positive,Neutral
ozA7pRW4gFM,7,-0.46,negative,slightly negative
ozA7pRW4gFM,8,0.02,positive,Neutral
p1zqEGwRMI8,0,1.14,positive,slightly positive
p4WmcxrXkc4,0,2.22,positive,very positive
p4WmcxrXkc4,1,0.9,positive,slightly positive
p4WmcxrXkc4,2,1.1,positive,slightly positive
p4WmcxrXkc4,3,1.87,positive,positive
p7zuPEZgtY4,0,-0.12,negative,Neutral
p7zuPEZgtY4,1,0.84,positive,slightly positive
p7zuPEZgtY4,2,1.0,positive,slightly positive
p7zuPEZgtY4,3,0.54,positive,slightly positive
p7zuPEZgtY4,4,-0.03,negative,Neutral
p7zuPEZgtY4,5,0.42,positive,Neutral
p7zuPEZgtY4,6,-0.15,negative,Neutral
pDRdCSIyjkA,0,0.3,positive,Neutral
pDRdCSIyjkA,1,0.26,positive,Neutral
pDRdCSIyjkA,2,-0.04,negative,Neutral
pIaEcqnzI-s,0,0.03,positive,Neutral
pIaEcqnzI-s,1,-0.0,negative,Neutral
pIaEcqnzI-s,2,0.29,positive,Neutral
pIaEcqnzI-s,3,0.41,positive,Neutral
pIaEcqnzI-s,4,0.01,positive,Neutral
pIaEcqnzI-s,5,-0.06,negative,Neutral
pIaEcqnzI-s,6,0.1,positive,Neutral
pIaEcqnzI-s,7,-0.6,negative,slightly negative
pIaEcqnzI-s,8,0.22,positive,Neutral
pIaEcqnzI-s,9,0.35,positive,Neutral
pIaEcqnzI-s,10,0.16,positive,Neutral
pQpy7RSfWzM,0,1.19,positive,slightly positive
pQpy7RSfWzM,1,1.68,positive,positive
pQpy7RSfWzM,2,1.91,positive,positive
pQpy7RSfWzM,3,0.91,positive,slightly positive
pQpy7RSfWzM,4,-0.39,negative,Neutral
pQpy7RSfWzM,5,-0.1,negative,Neutral
pQpy7RSfWzM,6,0.59,positive,slightly positive
pQpy7RSfWzM,7,2.19,positive,very positive
pQpy7RSfWzM,8,1.94,positive,positive
pQpy7RSfWzM,9,0.84,positive,slightly positive
pQpy7RSfWzM,10,2.1,positive,positive
pQpy7RSfWzM,11,0.7,positive,slightly positive
pQpy7RSfWzM,12,1.29,positive,positive
pQpy7RSfWzM,13,0.45,positive,slightly positive
pSxte-ms0t8,0,1.01,positive,slightly positive
